FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
22075,31390002,Industrial Processes                                  ,Electrical Equipment                                  ,Process Heaters                                                       ,Residual Oil                                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
20964,40201004,Petroleum and Solvent Evaporation                     ,Surface Coating Operations                                            ,Coating Oven Heater                                                   ,Liquified Petroleum Gas (LPG)                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Liquified Petroleum Gas (LPG),Burned,9.00E-02*FC,UNCONTROLLED,0,,,,,,,,,Emission factor is transferred assuming emissions from coating oven heaters are similar to those from industrial boilers.,,U,,,,0,,4/18/2022,,FC=Fuel sulfur concentration (gr/100 ft3 gas),,Emission factor is transferred assuming emissions from coating oven heaters are similar to those from industrial boilers.
21679,30790001,Industrial Processes                                  ,Pulp and Paper and Wood Products                      ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
9480,10300305,External Combustion Boilers                           ,Commercial/Institutional                              ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Wall Fired                               ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
11670,20200902,Internal Combustion Engines                           ,Industrial                                                            ,Kerosene/Naphtha (Jet Fuel)                                           ,Reciprocating                                                         ,,Sulfur oxides (SOx),,  ,6.2,Lb,1000 Gallons,Jet Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  September 1985.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition with Supplements A, B, and C, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,9/1/1985,9/1/2000,0,,4/18/2022,,,,
9605,10300309,External Combustion Boilers                           ,Commercial/Institutional                              ,Lignite                                                               ,Spreader Stoker                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",B,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
12231,20200501,Internal Combustion Engines                           ,Industrial                                                            ,Residual/Crude Oil                                                    ,Reciprocating                                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual/Crude Oil,Burned,1.55E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22009,31000411,Industrial Processes                                  ,Oil and Gas Production                                ,Process Heaters                                                       ,Distillate Oil (No. 2): Steam Generators                              ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
9630,10300401,External Combustion Boilers                           ,Commercial/Institutional                              ,Residual Oil                                                          ,Grade 6 Oil                                                           ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil (No. 6),Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.3, Fuel Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,1/1/1995,9/1/1998,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11865,20200203,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,Turbine: Cogeneration                                                 ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,4/1/2000,0,,9/28/2021,,,,
12334,20300102,Internal Combustion Engines                           ,Commercial/Institutional                              ,Distillate Oil (Diesel)                                               ,Turbine                                                               ,,Sulfur oxides (SOx),,   ,FORMULA,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,1.40E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.1, Stationary Gas Turbines for Electricity Generation.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,4/1/2000,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22015,31000412,Industrial Processes                                  ,Oil and Gas Production                                ,Process Heaters                                                       ,Residual Oil: Steam Generators                                        ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
12550,20400302,Internal Combustion Engines                           ,Engine Testing                                        ,Turbine                                                               ,Diesel/Kerosene                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Diesel/Kerosene,Burned,1.40E+02*FS,UNCONTROLLED,0,,,,,,,,,Emission factor is transferred from oil-fired engines.,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. ,U,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Emission factor is transferred from oil-fired engines.
11645,20200202,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,Reciprocating                                                         ,,Sulfur oxides (SOx),,   ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,80,3/1/1990,,0,,8/13/2021,,,,
22072,31390001,Industrial Processes                                  ,Electrical Equipment                                  ,Process Heaters                                                       ,Distillate Oil (No. 2)                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11079,10300912,External Combustion Boilers                           ,Commercial/Institutional                              ,Wood/Bark Waste                                                       ,Fluidized bed combustion boilers                                      ,,Sulfur oxides (SOx),,   ,0.075,Lb,Tons,Wood/Bark,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  February, 1998.  Section 1.6, Wood Waste Combustion In Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement D.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Units are lb of pollutant/ton of wood waste burned.  ,B,60,2/1/1998,9/14/2021,0,,4/18/2022,,,,"Emission factors are based on wet, as-fired wood waste with average properties of 50 weight% moisture and 4500 Btu/lb higher heating value.  SOx emissions ranged from 0.01-0.2 lb of SOx/ton of wood waste burned."
12038,20200253,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,4-cycle Rich Burn                                                     ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,7/1/2000,0,,9/28/2021,,,,
12115,20200254,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,4-cycle Lean Burn                                                     ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,7/1/2000,0,,9/28/2021,,,,
22169,39000189,Industrial Processes                                  ,In-process Fuel Use                                   ,Anthracite Coal                                                       ,General                                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Anthracite,Burned,3.90E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
11728,20200103,Internal Combustion Engines                           ,Industrial                                                            ,Distillate Oil (Diesel)                                               ,Turbine: Cogeneration                                                 ,,Sulfur oxides (SOx),,   ,FORMULA,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,1.40E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.1, Stationary Gas Turbines for Electricity Generation.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,4/1/2000,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11512,20100901,Internal Combustion Engines                           ,Electric Generation                                   ,Kerosene/Naphtha (Jet Fuel)                                           ,Turbine                                                               ,,Sulfur oxides (SOx),,  ,6.2,Lb,1000 Gallons,Jet Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  September 1985.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition with Supplements A, B, and C, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,9/1/1985,4/1/2000,0,,4/18/2022,,,,
11406,20100102,Internal Combustion Engines                           ,Electric Generation                                   ,Distillate Oil (Diesel)                                               ,Reciprocating                                                         ,,Sulfur oxides (SOx),,   ,39.7,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.3, Gasoline and Diesel Industrial Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,D,30,1/1/1995,,0,,4/18/2022,,,,
21711,30890002,Industrial Processes                                  ,Rubber and Miscellaneous Plastics Products            ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11880,20200204,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,Reciprocating: Cogeneration                                           ,,Sulfur oxides (SOx),,   ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,60,1/1/1995,,0,,8/13/2021,,,,
12179,20200401,Internal Combustion Engines                           ,Industrial                                                            ,Large Bore Engine                                                     ,Diesel                                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Diesel,Burned,1.38E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA. October 1996.  Section 3.4, Large Stationary Diesel and All Stationary Dual Fuel Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To calculate EF in lb/1000 Gal, multiply the EF provided by the wt. % sulfur in the diesel fuel.  ",B,,10/1/1996,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,"The heating value for diesel fuel (137,000 BTU/gallon) was used to convert from lbs/MMBTU.  "
21990,31000403,Industrial Processes                                  ,Oil and Gas Production                                ,Process Heaters                                                       ,Crude Oil                                                             ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Crude Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
22175,39000288,Industrial Processes                                  ,In-process Fuel Use                                   ,Bituminous Coal                                                       ,General (Subbituminous)                                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.90E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
22181,39000289,Industrial Processes                                  ,In-process Fuel Use                                   ,Bituminous Coal                                                       ,General (Bituminous)                                                  ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.90E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
9561,10300306,External Combustion Boilers                           ,Commercial/Institutional                              ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Tangential Fired                         ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
21682,30790002,Industrial Processes                                  ,Pulp and Paper and Wood Products                      ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
21708,30890001,Industrial Processes                                  ,Rubber and Miscellaneous Plastics Products            ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11109,10301202,External Combustion Boilers                           ,Commercial/Institutional                              ,Solid Waste                                                           ,Refuse Derived Fuel                                                   ,,Sulfur oxides (SOx),,   ,1.7,Lb,Tons,Refuse Derived Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Edited 05/19/92. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,5,3/1/1990,,0,,4/18/2022,,,,
11576,20200101,Internal Combustion Engines                           ,Industrial                                                            ,Distillate Oil (Diesel)                                               ,Turbine                                                               ,,Sulfur oxides (SOx),,   ,FORMULA,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,1.40E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.1, Stationary Gas Turbines for Electricity Generation.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,4/1/2000,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11525,20100902,Internal Combustion Engines                           ,Electric Generation                                   ,Kerosene/Naphtha (Jet Fuel)                                           ,Reciprocating                                                         ,,Sulfur oxides (SOx),,  ,6.2,Lb,1000 Gallons,Jet Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  September 1985.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition with Supplements A, B, and C, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,9/1/1985,9/1/2000,0,,4/18/2022,,,,
11071,10300911,External Combustion Boilers                           ,Commercial/Institutional                              ,Wood/Bark Waste                                                       ,Stoker boilers **                                                     ,,Sulfur oxides (SOx),,   ,0.075,Lb,Tons,Wood/Bark,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  February, 1998.  Section 1.6, Wood Waste Combustion In Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement D.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Units are lb of pollutant/ton of wood waste burned.  ,B,60,2/1/1998,9/14/2021,0,,4/18/2022,,,,"Emission factors are based on wet, as-fired wood waste with average properties of 50 weight% moisture and 4500 Btu/lb higher heating value.  SOx emissions ranged from 0.01-0.2 lb of SOx/ton of wood waste burned."
12365,20300201,Internal Combustion Engines                           ,Commercial/Institutional                              ,Natural Gas                                                           ,Reciprocating                                                         ,,Sulfur oxides (SOx),,   ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,60,1/1/1995,,0,,8/13/2021,,,,
14622,30290002,Industrial Processes                                  ,Food and Agriculture                                  ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,Emission factor is based on one emission test from State I.,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Emission factor is based on one emission test from State I.
12564,20400402,Internal Combustion Engines                           ,Engine Testing                                        ,Reciprocating Engine                                                  ,Diesel/Kerosene                                                       ,,Sulfur oxides (SOx),,   ,39.7,Lb,1000 Gallons,Diesel/Kerosene,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.3, Gasoline and Diesel Industrial Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,D,30,1/1/1995,,0,,4/18/2022,,,,
14619,30290001,Industrial Processes                                  ,Food and Agriculture                                  ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,Emission factor is based on one emission test from State I.,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Emission factor is based on one emission test from State I.
13904,30190001,Industrial Processes                                  ,Chemical Manufacturing                                                ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"Emission factor is transferred from similar process under fuel-fired equipment for mineral products, SCC 3-05-900.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,"Emission factor is transferred from similar process under fuel-fired equipment for mineral products, SCC 3-05-900."
